record_id,age,gender,occupation,years_gaming,daily_gaming_hours,genre,primary_game,gaming_platform,monthly_spend,academic_performance,gpa,work_productivity,face_to_face_social_hours_weekly,social_isolation,exercise_hours_weekly,sleep_hours,sleep_quality,sleep_disruption,eye_strain,back_neck_pain,physical_pain,weight_change_kg,mood_state,mood_swings,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,gaming_addiction_risk_level,addiction_severity,hours_bin,mapped_genre
GD0246,14,Male,Student,2,1.0,Mmo,World of Warcraft,Multi-platform,35.39,Below Average,2.33,,13.4,1,10.1,7.2,Fair,Often,False,False,False,0.4,Restless,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0247,20,Female,Student,2,8.9,Strategy,Civilization VI,Mobile,131.33,Poor,3.28,1.0,4.7,5,6.9,4.3,Fair,Rarely,True,True,True,3.4,Angry,Rarely,True,False,True,Severe,2,6-9h,Strategy
GD0248,20,Male,Student,2,8.2,Fps,CS:GO,Console,103.72,Failing,2.33,8.0,5.2,5,5.8,3.2,Poor,Never,False,True,True,3.6,Anxious,Rarely,False,False,True,Moderate,1,6-9h,Action
GD0249,18,Male,Student,6,7.8,Mmo,Final Fantasy XIV,Mobile,89.41,Poor,3.65,,6.3,6,5.8,3.7,Very Poor,Sometimes,False,True,True,1.4,Euphoric,Never,True,True,True,Severe,3,6-9h,Role-playing
GD0250,25,Female,Professional,9,3.9,Battle royale,PUBG,Console,17.57,Average,,2.0,12.4,2,8.2,6.3,Poor,Always,False,False,False,0.2,Irritable,Often,False,False,False,Low,0,3-6h,Action
GD0251,16,Male,Student,5,4.6,Battle royale,PUBG,Multi-platform,37.4,Below Average,3.2,,8.9,3,6.9,6.0,Very Poor,Sometimes,True,False,True,1.6,Restless,Often,False,False,False,Low,0,3-6h,Action
GD0252,20,Male,Student,4,8.2,Moba,Dota 2,Pc,66.44,Below Average,2.21,6.0,6.4,6,6.6,5.0,Poor,Often,False,True,True,3.1,Restless,Sometimes,True,False,True,High,2,6-9h,Strategy
GD0253,18,Female,Student,6,7.3,Mobile games,Candy Crush,Mobile,81.74,Excellent,2.27,,5.0,5,6.4,4.7,Very Poor,Always,True,False,True,2.8,Irritable,Never,True,True,False,High,2,6-9h,Casual
GD0254,23,Female,Professional,11,2.0,Moba,Mobile Legends,Console,20.74,Excellent,,10.0,13.7,1,10.6,8.7,Fair,Sometimes,False,False,False,0.5,Excited,Daily,False,False,False,Low,0,0-3h,Strategy
GD0255,19,Male,Student,7,5.5,Rpg,Cyberpunk 2077,Mobile,149.11,Poor,1.05,1.0,9.7,3,7.7,6.1,Fair,Rarely,False,False,False,2.8,Irritable,Daily,False,True,False,Moderate,1,3-6h,Role-playing
GD0256,23,Male,Professional,8,4.4,Mobile games,PUBG Mobile,Pc,14.36,Average,,1.0,9.7,3,8.9,6.3,Fair,Often,False,False,False,0.5,Depressed,Rarely,False,False,False,Low,0,3-6h,Casual
GD0257,20,Male,Student,6,7.9,Fps,Overwatch,Console,89.96,Below Average,1.94,6.0,8.0,5,5.6,4.7,Good,Often,False,True,True,3.9,Withdrawn,Never,True,True,False,High,2,6-9h,Action
GD0258,27,Male,Professional,10,14.2,Strategy,StarCraft II,Multi-platform,73.8,Failing,,7.0,0.0,9,2.9,3.4,Very Poor,Rarely,True,True,True,4.4,Anxious,Rarely,False,False,False,Moderate,0,12h+,Strategy
GD0259,15,Male,Student,2,15.1,Strategy,Age of Empires,Multi-platform,435.38,Poor,3.72,,0.0,9,0.7,5.7,Fair,Sometimes,True,True,True,1.5,Restless,Never,False,False,False,Moderate,0,12h+,Strategy
GD0260,13,Female,Student,3,5.2,Mobile games,PUBG Mobile,Multi-platform,92.86,Average,3.1,,8.8,3,8.9,5.5,Fair,Always,True,False,True,1.3,Normal,Never,False,False,False,Low,0,3-6h,Casual
GD0261,19,Male,Student,1,10.6,Moba,League of Legends,Console,435.3,Failing,3.07,7.0,0.3,5,2.5,5.5,Good,Always,False,False,False,2.2,Anxious,Often,True,True,False,Severe,2,9-12h,Strategy
GD0262,26,Male,Professional,1,3.7,Mobile games,PUBG Mobile,Pc,18.82,Good,,1.0,7.4,3,6.2,5.0,Fair,Always,False,False,False,1.8,Restless,Daily,False,False,False,Low,0,3-6h,Casual
GD0263,26,Female,Professional,14,8.2,Mobile games,Clash of Clans,Multi-platform,134.24,Average,,9.0,8.0,5,7.0,4.1,Very Poor,Often,False,True,True,0.2,Anxious,Daily,False,False,False,Low,0,6-9h,Casual
GD0264,20,Male,Student,7,10.3,Mmo,Elder Scrolls Online,Mobile,266.35,Below Average,1.53,9.0,4.2,7,4.3,3.2,Very Poor,Often,False,True,True,0.1,Euphoric,Sometimes,False,True,False,High,1,9-12h,Role-playing
GD0265,17,Male,Student,4,9.3,Rpg,Elden Ring,Console,366.44,Average,1.6,,4.1,8,6.6,4.8,Very Poor,Often,True,True,True,3.2,Anxious,Rarely,True,False,True,Severe,2,9-12h,Role-playing
GD0266,16,Male,Student,5,11.8,Mobile games,PUBG Mobile,Pc,270.57,Poor,2.69,,1.1,10,4.8,3.3,Very Poor,Rarely,True,False,True,2.7,Restless,Often,True,True,False,Severe,2,9-12h,Casual
GD0267,13,Male,Student,1,9.8,Rpg,Cyberpunk 2077,Console,418.07,Below Average,2.05,,2.7,8,6.2,4.5,Poor,Sometimes,True,True,True,4.6,Restless,Rarely,True,True,False,Severe,2,9-12h,Role-playing
GD0268,20,Female,Student,7,7.5,Mobile games,Candy Crush,Multi-platform,83.3,Poor,1.41,2.0,3.6,4,7.5,4.3,Very Poor,Rarely,True,False,True,5.0,Withdrawn,Daily,True,True,False,High,2,6-9h,Casual
GD0269,32,Female,Professional,6,6.6,Fps,CS:GO,Pc,77.47,Average,,3.0,9.4,6,5.2,3.7,Poor,Rarely,True,True,True,0.9,Irritable,Often,True,True,False,High,2,6-9h,Action
GD0270,20,Female,Student,9,2.8,Fps,Valorant,Console,13.4,Below Average,1.18,4.0,10.0,3,6.5,8.0,Good,Never,False,False,False,1.3,Excited,Daily,False,False,False,Low,0,0-3h,Action
GD0271,25,Female,Professional,3,12.6,Battle royale,Warzone,Pc,438.13,Average,,2.0,0.0,7,4.5,4.8,Very Poor,Sometimes,True,True,True,0.5,Euphoric,Rarely,True,True,True,Severe,3,12h+,Action
GD0272,30,Male,Professional,12,5.0,Moba,Mobile Legends,Multi-platform,106.3,Average,,9.0,10.5,4,7.1,6.9,Fair,Rarely,True,False,True,1.0,Irritable,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0273,27,Female,Professional,8,5.4,Fps,CS:GO,Multi-platform,106.06,Average,,7.0,11.3,3,9.5,5.3,Good,Sometimes,False,False,False,1.0,Depressed,Often,False,False,False,Low,0,3-6h,Action
GD0274,17,Male,Student,3,5.3,Fps,CS:GO,Mobile,122.21,Average,2.18,,6.5,1,6.1,6.5,Fair,Sometimes,True,False,True,2.0,Euphoric,Never,False,False,False,Low,0,3-6h,Action
GD0275,25,Female,Professional,3,9.4,Rpg,Cyberpunk 2077,Mobile,469.94,Below Average,,9.0,4.4,6,7.4,4.8,Poor,Sometimes,True,True,True,1.7,Depressed,Rarely,False,False,False,Moderate,0,9-12h,Role-playing
GD0276,24,Male,Professional,5,7.8,Mobile games,Clash of Clans,Mobile,93.67,Below Average,,10.0,7.6,5,5.2,4.8,Poor,Always,True,False,True,0.2,Irritable,Daily,False,False,False,Low,0,6-9h,Casual
GD0277,22,Female,Student,1,5.1,Rpg,Skyrim,Console,24.45,Average,2.54,2.0,9.8,3,5.7,6.7,Good,Rarely,True,False,True,0.4,Angry,Often,False,False,False,Low,0,3-6h,Role-playing
GD0278,19,Female,Student,2,1.9,Rpg,Cyberpunk 2077,Mobile,23.64,Good,1.14,8.0,15.3,2,7.4,7.4,Good,Sometimes,False,False,False,0.5,Angry,Never,False,False,False,Low,0,0-3h,Role-playing
GD0279,15,Male,Student,1,8.8,Mobile games,Genshin Impact,Pc,83.42,Below Average,2.6,,7.1,7,7.0,5.4,Fair,Always,False,True,True,0.7,Depressed,Often,True,True,False,Severe,2,6-9h,Casual
GD0280,16,Male,Student,6,1.8,Rpg,Skyrim,Mobile,35.0,Good,2.01,,11.8,1,10.1,8.5,Fair,Always,False,False,False,0.5,Normal,Often,False,False,False,Low,0,0-3h,Role-playing
GD0281,26,Female,Professional,14,2.9,Battle royale,PUBG,Pc,33.83,Good,,6.0,14.3,3,9.7,9.0,Fair,Always,False,False,False,0.8,Normal,Daily,False,False,False,Low,0,0-3h,Action
GD0282,28,Male,Professional,7,3.5,Battle royale,PUBG,Multi-platform,2.01,Average,,10.0,7.7,1,7.6,6.5,Fair,Always,False,False,False,0.7,Withdrawn,Rarely,False,False,False,Low,0,3-6h,Action
GD0283,16,Male,Student,4,9.9,Fps,CS:GO,Pc,257.0,Below Average,3.99,,3.4,5,4.5,3.7,Good,Often,True,False,True,1.9,Withdrawn,Never,False,False,True,High,1,9-12h,Action
GD0284,17,Male,Student,3,6.3,Fps,Call of Duty,Console,33.48,Below Average,3.66,,10.1,6,7.3,5.0,Fair,Rarely,True,False,True,1.8,Angry,Rarely,False,True,False,Moderate,1,3-6h,Action
GD0285,19,Male,Student,8,8.0,Moba,League of Legends,Mobile,18.98,Poor,1.09,6.0,2.9,4,7.1,5.4,Fair,Sometimes,True,True,True,1.0,Withdrawn,Often,True,False,False,Moderate,1,6-9h,Strategy
GD0286,22,Male,Student,8,3.8,Battle royale,Warzone,Console,31.5,Average,1.69,5.0,9.4,3,10.0,5.4,Good,Always,False,False,False,1.0,Depressed,Often,False,False,False,Low,0,3-6h,Action
GD0287,20,Male,Student,8,2.2,Mmo,Elder Scrolls Online,Mobile,0.65,Good,1.15,5.0,12.5,2,8.8,8.1,Good,Never,False,False,False,1.2,Excited,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0288,17,Male,Student,5,3.6,Fps,Overwatch,Pc,15.92,Good,1.08,,10.2,3,6.4,6.1,Very Poor,Rarely,False,False,False,0.9,Restless,Sometimes,False,False,False,Low,0,3-6h,Action
GD0289,21,Male,Student,3,3.7,Fps,CS:GO,Pc,44.68,Excellent,2.74,4.0,7.5,3,6.1,6.9,Fair,Often,False,False,False,0.3,Euphoric,Often,False,False,False,Low,0,3-6h,Action
GD0290,21,Female,Student,7,1.9,Fps,Valorant,Multi-platform,16.75,Good,3.9,3.0,14.5,1,9.7,8.7,Good,Rarely,False,False,False,0.1,Withdrawn,Never,False,False,False,Low,0,0-3h,Action
GD0291,18,Male,Student,5,6.7,Fps,Call of Duty,Pc,148.22,Poor,1.39,,5.4,4,7.5,3.6,Poor,Never,False,False,False,0.5,Withdrawn,Rarely,False,False,False,Low,0,6-9h,Action
GD0292,19,Male,Student,3,4.1,Battle royale,PUBG,Multi-platform,36.57,Below Average,2.36,5.0,11.5,2,8.1,5.3,Fair,Often,False,False,False,0.4,Irritable,Never,False,False,False,Low,0,3-6h,Action
GD0293,20,Male,Student,2,3.9,Moba,League of Legends,Mobile,42.46,Below Average,3.88,8.0,12.1,3,7.0,6.7,Good,Never,False,False,False,0.1,Irritable,Often,False,False,False,Low,0,3-6h,Strategy
GD0294,34,Male,Professional,16,2.8,Strategy,StarCraft II,Pc,4.35,Excellent,,2.0,13.5,2,9.9,7.1,Good,Sometimes,False,False,False,0.9,Anxious,Rarely,False,False,False,Low,0,0-3h,Strategy
GD0295,20,Male,Student,1,8.4,Mmo,World of Warcraft,Mobile,18.07,Below Average,2.0,4.0,3.0,5,4.1,4.3,Fair,Sometimes,True,True,True,0.9,Angry,Rarely,True,True,False,High,2,6-9h,Role-playing
GD0296,19,Female,Student,7,5.4,Moba,Mobile Legends,Console,144.36,Average,2.94,3.0,11.1,3,6.7,6.4,Fair,Rarely,True,False,True,0.2,Irritable,Never,False,False,False,Low,0,3-6h,Strategy
GD0297,13,Male,Student,3,6.2,Mmo,Elder Scrolls Online,Console,75.94,Average,2.61,,10.4,4,6.6,5.7,Very Poor,Always,True,True,True,1.1,Irritable,Often,False,False,False,Low,0,3-6h,Role-playing
GD0298,21,Male,Student,6,8.6,Moba,Dota 2,Pc,394.83,Below Average,3.75,6.0,4.7,8,6.5,3.2,Very Poor,Sometimes,True,False,True,2.8,Restless,Daily,True,True,True,Severe,3,6-9h,Strategy
GD0299,20,Male,Student,7,7.6,Battle royale,Apex Legends,Mobile,49.2,Poor,1.45,7.0,3.7,7,5.7,5.2,Fair,Rarely,True,False,True,2.1,Depressed,Rarely,True,False,True,High,2,6-9h,Action
GD0300,24,Female,Professional,12,8.6,Rpg,Cyberpunk 2077,Pc,142.09,Good,,7.0,6.9,7,5.0,3.8,Poor,Never,True,True,True,1.7,Irritable,Daily,True,True,False,Severe,2,6-9h,Role-playing
GD0301,22,Female,Student,8,3.8,Rpg,Cyberpunk 2077,Multi-platform,16.03,Average,1.25,8.0,12.9,2,6.4,5.4,Poor,Never,False,False,False,1.5,Irritable,Often,False,False,False,Low,0,3-6h,Role-playing
GD0302,17,Male,Student,5,6.2,Mmo,Final Fantasy XIV,Pc,144.07,Average,3.16,,10.2,5,5.9,6.4,Good,Never,False,True,True,1.5,Anxious,Sometimes,False,True,False,Moderate,1,3-6h,Role-playing
GD0303,18,Male,Student,6,4.9,Strategy,Age of Empires,Mobile,65.41,Good,3.45,,10.3,4,7.8,6.3,Poor,Sometimes,True,False,True,0.3,Irritable,Often,False,False,False,Low,0,3-6h,Strategy
GD0304,20,Female,Student,8,7.0,Strategy,StarCraft II,Console,99.51,Poor,1.73,5.0,4.9,5,6.2,3.7,Insomnia,Rarely,True,False,True,0.5,Anxious,Never,True,True,False,High,2,6-9h,Strategy
GD0305,19,Male,Student,4,6.1,Rpg,Elden Ring,Console,96.25,Below Average,1.15,1.0,5.9,3,8.9,6.6,Fair,Sometimes,True,False,True,0.1,Euphoric,Never,False,True,False,Moderate,1,3-6h,Role-playing
GD0306,22,Male,Student,10,6.0,Battle royale,Warzone,Pc,41.72,Good,3.24,5.0,7.0,4,7.0,7.0,Poor,Sometimes,True,True,True,1.6,Anxious,Never,False,False,False,Low,0,3-6h,Action
GD0307,19,Male,Student,1,7.8,Mmo,World of Warcraft,Multi-platform,58.16,Good,3.5,10.0,7.5,4,5.5,3.5,Poor,Often,False,False,False,1.5,Withdrawn,Rarely,True,False,True,High,2,6-9h,Role-playing
GD0308,19,Male,Student,6,8.2,Rpg,Cyberpunk 2077,Mobile,54.27,Average,3.66,6.0,7.8,5,5.1,4.4,Insomnia,Always,True,True,True,3.2,Irritable,Never,True,True,True,Severe,3,6-9h,Role-playing
GD0309,25,Female,Professional,2,6.6,Mobile games,Candy Crush,Multi-platform,33.83,Poor,,9.0,9.2,4,6.4,5.3,Poor,Often,False,True,True,2.9,Restless,Rarely,True,True,False,High,2,6-9h,Casual
GD0310,16,Male,Student,3,1.9,Mobile games,PUBG Mobile,Console,17.48,Good,3.14,,12.6,1,8.2,7.2,Fair,Always,False,False,False,0.4,Normal,Sometimes,False,False,False,Low,0,0-3h,Casual
GD0311,19,Female,Student,5,4.8,Mmo,World of Warcraft,Pc,111.95,Good,2.02,3.0,7.0,4,7.9,6.5,Very Poor,Never,True,False,True,2.0,Euphoric,Never,False,False,False,Low,0,3-6h,Role-playing
GD0312,19,Male,Student,6,7.1,Moba,Dota 2,Pc,117.05,Failing,3.78,4.0,6.6,3,5.7,3.3,Fair,Rarely,True,False,True,1.8,Irritable,Rarely,True,False,False,Moderate,1,6-9h,Strategy
GD0313,19,Female,Student,9,2.3,Mmo,Final Fantasy XIV,Mobile,13.66,Below Average,1.48,7.0,11.5,1,9.7,8.3,Very Poor,Rarely,False,False,False,0.1,Irritable,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0314,30,Male,Professional,4,3.5,Mmo,Elder Scrolls Online,Pc,45.36,Average,,3.0,8.6,3,6.2,5.1,Fair,Sometimes,False,False,False,0.4,Normal,Daily,False,False,False,Low,0,3-6h,Role-playing
GD0315,19,Male,Student,3,6.2,Strategy,Age of Empires,Mobile,36.33,Below Average,1.77,1.0,9.4,3,8.4,6.4,Poor,Often,False,True,True,2.4,Anxious,Rarely,False,False,False,Low,0,3-6h,Strategy
GD0316,15,Female,Student,5,6.8,Moba,Dota 2,Pc,125.63,Below Average,3.27,,6.1,3,6.6,5.3,Good,Sometimes,False,True,True,1.7,Anxious,Never,False,False,False,Low,0,6-9h,Strategy
GD0317,18,Male,Student,8,3.8,Rpg,Elden Ring,Pc,3.71,Good,3.74,,13.0,2,9.4,5.2,Fair,Always,False,False,False,0.9,Anxious,Rarely,False,False,False,Low,0,3-6h,Role-playing
GD0318,21,Male,Student,11,5.3,Mobile games,Clash of Clans,Multi-platform,11.59,Average,2.24,2.0,8.2,3,7.9,6.2,Very Poor,Rarely,True,False,True,1.4,Restless,Daily,False,False,False,Low,0,3-6h,Casual
GD0319,23,Male,Professional,4,9.4,Battle royale,Fortnite,Pc,230.02,Poor,,6.0,3.1,6,6.7,3.5,Fair,Often,True,False,True,4.1,Normal,Rarely,False,True,True,Severe,2,9-12h,Action
GD0320,30,Male,Professional,1,8.3,Moba,Dota 2,Pc,28.19,Average,,1.0,3.1,6,7.0,3.4,Very Poor,Sometimes,True,False,True,1.6,Angry,Daily,False,True,False,Moderate,1,6-9h,Strategy
GD0321,13,Male,Student,1,9.4,Mobile games,Candy Crush,Pc,209.9,Average,3.66,,3.6,7,5.7,5.3,Poor,Sometimes,True,True,True,0.8,Depressed,Sometimes,True,True,False,Severe,2,9-12h,Casual
GD0322,20,Female,Student,2,5.2,Fps,Valorant,Multi-platform,38.79,Below Average,2.76,7.0,6.5,4,7.2,5.3,Good,Often,False,False,False,1.2,Normal,Sometimes,False,False,False,Low,0,3-6h,Action
GD0323,16,Male,Student,4,8.3,Rpg,Elden Ring,Multi-platform,15.74,Poor,1.8,,8.1,3,6.9,5.4,Poor,Never,True,True,True,3.1,Euphoric,Never,True,True,True,Severe,3,6-9h,Role-playing
GD0324,30,Male,Professional,11,4.4,Strategy,Civilization VI,Multi-platform,38.23,Average,,2.0,10.4,2,7.5,6.3,Good,Sometimes,False,False,False,1.6,Anxious,Rarely,False,False,False,Low,0,3-6h,Strategy
GD0325,20,Male,Student,7,10.3,Mmo,Final Fantasy XIV,Mobile,420.51,Poor,1.12,4.0,4.5,6,4.2,5.0,Poor,Never,False,True,True,1.9,Anxious,Rarely,True,True,False,Severe,2,9-12h,Role-playing
GD0326,20,Male,Student,7,9.8,Rpg,Elden Ring,Pc,362.82,Below Average,3.74,4.0,2.9,8,3.6,3.6,Poor,Never,False,False,False,0.6,Irritable,Rarely,True,True,False,Severe,2,9-12h,Role-playing
GD0327,14,Female,Student,2,12.2,Battle royale,PUBG,Console,98.66,Average,3.98,,0.0,7,2.4,4.0,Good,Sometimes,True,True,True,1.3,Depressed,Often,True,False,False,High,1,12h+,Action
GD0328,25,Male,Professional,3,0.5,Strategy,Civilization VI,Multi-platform,34.47,Good,,1.0,14.1,1,8.0,7.7,Fair,Always,False,False,False,0.5,Normal,Daily,False,False,False,Low,0,0-3h,Strategy
GD0329,20,Female,Student,1,5.5,Fps,Call of Duty,Multi-platform,88.16,Poor,3.78,8.0,6.0,3,7.3,6.3,Fair,Sometimes,True,False,True,2.5,Normal,Often,False,False,False,Low,0,3-6h,Action
GD0330,24,Male,Professional,6,6.8,Battle royale,PUBG,Mobile,99.36,Average,,3.0,6.6,6,4.9,3.6,Insomnia,Always,False,False,False,2.1,Irritable,Sometimes,True,True,False,High,2,6-9h,Action
GD0331,27,Female,Professional,12,0.6,Strategy,Age of Empires,Console,43.71,Below Average,,9.0,13.6,1,8.0,7.1,Very Poor,Never,False,False,False,0.2,Euphoric,Rarely,False,False,False,Low,0,0-3h,Strategy
GD0332,20,Female,Student,6,4.4,Mobile games,PUBG Mobile,Mobile,40.73,Below Average,1.76,3.0,8.6,2,6.2,6.2,Fair,Often,False,False,False,1.0,Angry,Often,False,False,False,Low,0,3-6h,Casual
GD0333,15,Male,Student,2,6.6,Battle royale,Warzone,Console,31.87,Failing,3.68,,6.2,5,7.4,5.0,Poor,Never,True,False,True,0.4,Restless,Rarely,True,True,False,High,2,6-9h,Action
GD0334,26,Male,Professional,9,0.8,Mobile games,Genshin Impact,Multi-platform,36.55,Average,,1.0,15.4,1,9.9,7.9,Good,Rarely,False,False,False,0.4,Normal,Often,False,False,False,Low,0,0-3h,Casual
GD0335,18,Female,Student,4,6.5,Strategy,Civilization VI,Pc,143.92,Below Average,1.71,,9.1,5,7.8,5.3,Very Poor,Never,True,False,True,0.7,Anxious,Rarely,False,False,False,Low,0,6-9h,Strategy
GD0336,26,Male,Professional,14,10.4,Rpg,Elden Ring,Mobile,65.47,Poor,,2.0,2.6,7,6.5,4.2,Fair,Always,True,False,True,2.2,Anxious,Never,False,False,True,High,1,9-12h,Role-playing
GD0337,18,Male,Student,2,3.2,Battle royale,PUBG,Multi-platform,34.09,Average,2.45,,13.9,1,10.2,8.2,Good,Never,False,False,False,0.8,Normal,Never,False,False,False,Low,0,0-3h,Action
GD0338,23,Female,Professional,13,7.0,Strategy,StarCraft II,Mobile,134.49,Poor,,4.0,8.8,5,6.1,3.3,Very Poor,Often,True,True,True,0.0,Anxious,Never,False,True,False,Moderate,1,6-9h,Strategy
GD0339,19,Male,Student,5,2.6,Rpg,Skyrim,Console,27.14,Good,2.62,7.0,9.1,2,6.6,8.7,Good,Often,False,False,False,1.1,Euphoric,Rarely,False,False,False,Low,0,0-3h,Role-playing
GD0340,32,Male,Professional,7,7.4,Rpg,Elden Ring,Multi-platform,110.37,Poor,,3.0,4.1,5,7.3,4.7,Poor,Never,True,False,True,1.8,Withdrawn,Often,False,True,False,Moderate,1,6-9h,Role-playing
GD0341,24,Male,Professional,12,4.0,Battle royale,Apex Legends,Multi-platform,1.34,Poor,,5.0,12.6,3,9.1,6.7,Poor,Rarely,False,False,False,1.5,Irritable,Daily,False,False,False,Low,0,3-6h,Action
GD0342,33,Male,Professional,5,4.3,Mmo,Elder Scrolls Online,Mobile,2.87,Average,,10.0,9.6,3,6.1,5.5,Fair,Often,False,False,False,0.2,Angry,Rarely,False,False,False,Low,0,3-6h,Role-playing
GD0343,26,Male,Professional,5,10.7,Battle royale,Fortnite,Multi-platform,129.73,Failing,,7.0,0.6,7,4.3,5.6,Poor,Sometimes,False,False,False,5.6,Restless,Sometimes,True,False,True,Severe,2,9-12h,Action
GD0344,19,Male,Student,6,5.3,Fps,Call of Duty,Multi-platform,116.49,Poor,1.18,10.0,6.0,5,6.3,6.1,Good,Often,True,False,True,1.5,Restless,Never,False,False,False,Low,0,3-6h,Action
GD0345,27,Female,Professional,11,0.6,Rpg,Elden Ring,Mobile,36.67,Excellent,,10.0,11.7,1,9.1,9.0,Fair,Rarely,False,False,False,0.2,Euphoric,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0346,25,Male,Professional,10,5.1,Fps,Valorant,Multi-platform,76.51,Below Average,,7.0,11.5,3,9.0,6.0,Very Poor,Sometimes,True,False,True,0.7,Depressed,Often,False,False,False,Low,0,3-6h,Action
GD0347,17,Male,Student,3,4.2,Strategy,Civilization VI,Console,10.39,Average,3.36,,7.6,3,6.7,6.2,Poor,Sometimes,False,False,False,0.9,Normal,Sometimes,False,False,False,Low,0,3-6h,Strategy
GD0348,17,Female,Student,3,10.6,Strategy,Civilization VI,Console,53.97,Poor,2.62,,3.8,6,3.6,3.6,Fair,Rarely,True,False,True,1.5,Depressed,Sometimes,False,False,False,Moderate,0,9-12h,Strategy
GD0349,23,Female,Professional,12,4.4,Fps,CS:GO,Multi-platform,22.6,Below Average,,9.0,9.6,3,9.6,7.0,Very Poor,Always,False,False,False,1.1,Irritable,Never,False,False,False,Low,0,3-6h,Action
GD0350,20,Male,Student,9,5.8,Strategy,Age of Empires,Pc,131.01,Average,3.2,2.0,10.7,4,7.2,6.8,Fair,Rarely,True,False,True,0.9,Anxious,Daily,False,True,False,Moderate,1,3-6h,Strategy
GD0351,30,Male,Professional,6,8.7,Battle royale,Fortnite,Multi-platform,189.93,Below Average,,5.0,3.5,5,4.5,4.6,Fair,Sometimes,False,True,True,2.4,Euphoric,Never,True,True,True,Severe,3,6-9h,Action
GD0352,17,Male,Student,2,4.7,Mobile games,Candy Crush,Pc,21.16,Average,1.47,,10.5,3,8.8,5.9,Fair,Often,False,False,False,2.0,Restless,Sometimes,False,False,False,Low,0,3-6h,Casual
GD0353,19,Male,Student,1,2.1,Fps,Overwatch,Mobile,14.14,Below Average,2.47,9.0,10.0,1,8.8,7.8,Good,Rarely,False,False,False,0.8,Angry,Sometimes,False,False,False,Low,0,0-3h,Action
GD0354,20,Female,Student,5,6.3,Mmo,Final Fantasy XIV,Console,12.48,Average,3.3,3.0,7.6,3,8.5,6.6,Good,Rarely,True,False,True,1.8,Euphoric,Rarely,False,True,False,Moderate,1,3-6h,Role-playing
GD0355,15,Male,Student,4,6.2,Battle royale,Apex Legends,Pc,132.44,Good,1.34,,4.9,3,6.5,6.6,Fair,Rarely,True,False,True,1.1,Normal,Often,False,False,False,Low,0,3-6h,Action
GD0356,19,Female,Student,4,5.0,Battle royale,PUBG,Pc,36.55,Average,2.59,9.0,8.7,2,8.4,5.4,Poor,Rarely,True,False,True,2.0,Irritable,Often,False,False,False,Low,0,3-6h,Action
GD0357,19,Male,Student,4,5.5,Moba,Dota 2,Mobile,100.99,Average,3.78,7.0,6.2,4,7.4,5.2,Poor,Rarely,True,True,True,1.6,Irritable,Sometimes,False,True,False,Moderate,1,3-6h,Strategy
GD0358,21,Male,Student,1,1.7,Rpg,Cyberpunk 2077,Pc,11.94,Excellent,1.28,4.0,10.9,1,9.3,7.9,Good,Often,False,False,False,0.2,Depressed,Sometimes,False,False,False,Low,0,0-3h,Role-playing
GD0359,23,Female,Professional,7,4.6,Mmo,World of Warcraft,Multi-platform,90.9,Failing,,2.0,11.8,5,7.2,5.9,Good,Never,True,False,True,0.6,Depressed,Sometimes,False,False,False,Low,0,3-6h,Role-playing
GD0360,18,Male,Student,3,6.5,Rpg,Cyberpunk 2077,Console,90.46,Failing,2.7,,4.3,4,7.6,3.2,Very Poor,Rarely,False,False,False,0.9,Angry,Rarely,True,False,False,Moderate,1,6-9h,Role-playing
GD0361,19,Male,Student,7,6.6,Moba,Dota 2,Pc,111.93,Average,3.91,3.0,5.3,4,8.3,5.8,Very Poor,Sometimes,True,True,True,0.2,Depressed,Rarely,True,False,False,Moderate,1,6-9h,Strategy
GD0362,22,Male,Student,10,6.6,Moba,League of Legends,Mobile,22.27,Poor,1.74,9.0,6.2,5,7.6,3.9,Poor,Never,True,True,True,3.4,Irritable,Rarely,True,False,False,Moderate,1,6-9h,Strategy
GD0363,26,Male,Professional,12,8.7,Mmo,World of Warcraft,Console,423.75,Poor,,3.0,1.6,7,7.2,3.1,Poor,Often,True,True,True,0.9,Irritable,Sometimes,True,True,False,Severe,2,6-9h,Role-playing
GD0364,20,Male,Student,5,5.8,Battle royale,Warzone,Console,50.13,Average,3.99,9.0,7.4,4,8.2,6.1,Poor,Rarely,True,True,True,2.1,Restless,Often,False,False,False,Low,0,3-6h,Action
GD0365,17,Male,Student,4,9.9,Strategy,StarCraft II,Multi-platform,162.18,Poor,1.4,,3.2,6,6.4,4.7,Poor,Never,True,True,True,0.7,Euphoric,Sometimes,True,False,False,High,1,9-12h,Strategy
GD0366,15,Male,Student,2,10.4,Strategy,Civilization VI,Multi-platform,157.76,Below Average,3.03,,3.0,7,4.9,3.1,Very Poor,Often,True,True,True,2.5,Restless,Daily,True,False,False,High,1,9-12h,Strategy
